Gender,Age,Age25,Race,Offense,Recid,Type,Days
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-Hispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-Hispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-Hispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-Hispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,Black-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-Hispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-Hispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,Black-Hispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-Hispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-Hispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Asian or Pacific Islander-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-Hispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,Black-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-Hispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,American Indian or Alaska Native-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-Hispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-Hispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-Hispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-Hispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-Hispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
F,Under 25,Under 25,White-Hispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,American Indian or Alaska Native-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-Hispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-Hispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-Hispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-Hispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Asian or Pacific Islander-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,Black-NonHispanic,Misdemeanor,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-Hispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-Hispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-Hispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Misdemeanor,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-Hispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-Hispanic,Misdemeanor,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-Hispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
F,Under 25,Under 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-Hispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,Under 25,Under 25,Black-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,Under 25,Under 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,American Indian or Alaska Native-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,American Indian or Alaska Native-NonHispanic,Felony,No,No Recidivism,NA
F,25-34,Over 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,25-34,Over 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,25-34,Over 25,Black-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,25-34,Over 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,White-Hispanic,Misdemeanor,No,No Recidivism,NA
M,25-34,Over 25,American Indian or Alaska Native-Hispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,White-NonHispanic,Felony,No,No Recidivism,NA
F,25-34,Over 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,Black-Hispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,Black-NonHispanic,Felony,No,No Recidivism,NA
F,25-34,Over 25,White-Hispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,25-34,Over 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,Black-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,25-34,Over 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,25-34,Over 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,White-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,25-34,Over 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,Black-NonHispanic,Felony,No,No Recidivism,NA
F,25-34,Over 25,White-Hispanic,Felony,No,No Recidivism,NA
F,25-34,Over 25,Black-NonHispanic,Misdemeanor,No,No Recidivism,NA
M,25-34,Over 25,White-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,Black-NonHispanic,Felony,No,No Recidivism,NA
M,25-34,Over 25,White-NonHispanic,Felony,No,No Recidivism,NA
